Student_ID,Hours_Study,Sleep_Hours,Internships,Projects,CGPA,Placement_Score,Placed
STU_0501,7.2,8.0,2,5,7.82,100.0,1
STU_0502,8.9,7.8,2,4,6.83,100.0,1
STU_0503,3.0,7.4,0,5,8.6,100.0,0
STU_0504,6.5,5.5,0,3,5.02,94.5,1
STU_0505,4.3,6.6,1,3,8.65,100.0,1
STU_0506,4.6,8.2,1,6,5.62,100.0,1
STU_0507,4.4,5.9,0,4,7.55,100.0,1
STU_0508,3.9,4.2,2,1,6.95,100.0,1
STU_0509,5.6,6.9,3,7,7.37,100.0,1
STU_0510,4.0,7.0,2,2,5.96,100.0,1
STU_0511,6.0,7.4,5,2,9.79,100.0,1
STU_0512,5.4,8.1,4,0,6.26,100.0,1
STU_0513,5.1,8.0,2,5,6.35,100.0,1
STU_0514,3.9,7.5,1,1,9.95,100.0,1
STU_0515,4.5,8.6,1,5,8.19,100.0,1
STU_0516,6.9,5.4,2,3,6.29,100.0,1
STU_0517,6.4,7.8,2,3,7.65,100.0,1
STU_0518,7.4,8.0,3,2,10.0,100.0,1
STU_0519,5.7,5.7,2,3,5.77,100.0,1
STU_0520,6.9,5.4,0,5,6.89,100.0,1
STU_0521,2.5,6.3,3,5,7.77,100.0,1
STU_0522,6.5,6.4,6,1,9.32,100.0,1
STU_0523,4.3,8.1,2,4,7.57,100.0,0
STU_0524,6.5,6.5,2,1,7.66,100.0,1
STU_0525,8.2,6.2,1,4,10.0,100.0,1
STU_0526,2.3,6.5,1,3,9.12,100.0,1
STU_0527,2.6,8.5,2,3,8.88,100.0,1
STU_0528,5.6,7.2,1,3,8.75,100.0,1
STU_0529,6.0,7.0,1,1,7.93,100.0,1
STU_0530,,7.1,0,3,5.88,86.6,1
STU_0531,6.6,8.8,1,2,9.1,100.0,1
STU_0532,2.5,6.3,2,3,7.87,100.0,1
STU_0533,5.4,8.8,3,3,7.43,100.0,1
STU_0534,3.3,7.5,0,1,,100.0,1
STU_0535,4.3,7.0,2,4,8.07,100.0,1
STU_0536,5.6,10.2,2,4,6.52,100.0,1
STU_0537,4.0,5.9,2,4,7.42,100.0,1
STU_0538,4.8,6.8,0,3,5.52,100.0,1
STU_0539,7.3,5.7,2,5,7.9,100.0,1
STU_0540,4.5,8.3,3,2,9.4,100.0,1
STU_0541,7.0,9.2,2,1,5.65,100.0,1
STU_0542,7.0,9.2,0,2,10.0,100.0,1
STU_0543,6.5,8.7,0,4,8.6,100.0,1
STU_0544,8.1,7.0,3,3,8.78,100.0,1
STU_0545,,6.8,5,2,6.9,100.0,1
STU_0546,4.1,5.2,0,6,6.48,100.0,1
STU_0547,13.0,9.6,0,1,10.0,100.0,1
STU_0548,10.2,7.8,1,2,10.0,100.0,1
STU_0549,6.2,6.6,2,6,5.75,100.0,1
STU_0550,4.4,8.8,1,1,6.34,100.0,1
STU_0551,5.7,6.0,2,3,7.25,100.0,1
STU_0552,5.2,7.7,4,5,6.63,100.0,1
STU_0553,7.6,7.0,1,4,7.75,100.0,1
STU_0554,6.0,8.0,1,7,9.5,100.0,1
STU_0555,6.1,7.1,2,1,6.36,100.0,1
STU_0556,4.8,5.5,2,2,7.62,100.0,1
STU_0557,4.6,7.3,3,1,7.79,100.0,1
STU_0558,4.7,8.5,0,2,7.4,87.3,1
STU_0559,6.2,7.2,2,2,5.91,100.0,1
STU_0560,4.7,8.1,0,4,7.03,100.0,1
STU_0561,6.0,5.9,0,2,7.04,100.0,0
STU_0562,9.2,7.2,3,8,8.56,100.0,1
STU_0563,7.1,6.5,5,7,8.3,100.0,1
STU_0564,4.9,8.1,2,6,5.94,100.0,1
STU_0565,7.7,7.2,0,0,7.34,100.0,1
STU_0566,4.8,8.0,3,3,7.2,100.0,1
STU_0567,1.8,8.5,0,6,10.15,100.0,1
STU_0568,3.7,8.0,0,2,8.15,100.0,1
STU_0569,2.1,7.5,0,5,6.51,100.0,1
STU_0570,4.9,6.0,1,2,6.87,100.0,1
STU_0571,11.0,7.2,3,2,10.0,100.0,1
STU_0572,17.0,6.6,2,3,10.0,100.0,1
STU_0573,6.1,6.8,0,2,8.38,100.0,1
STU_0574,5.1,6.8,0,3,8.04,100.0,1
STU_0575,7.0,6.0,0,3,7.55,100.0,1
STU_0576,1.5,4.9,0,3,7.64,100.0,1
STU_0577,5.9,6.4,1,3,7.65,100.0,1
STU_0578,6.9,7.4,5,2,5.66,100.0,1
STU_0579,2.8,5.6,1,1,7.73,90.4,0
STU_0580,7.6,7.2,4,1,7.11,100.0,0
STU_0581,6.1,9.5,0,4,5.82,100.0,1
STU_0582,4.8,8.4,3,2,10.7,100.0,1
STU_0583,6.6,9.2,5,1,8.17,100.0,1
STU_0584,9.6,7.7,1,2,7.82,100.0,1
STU_0585,5.8,8.6,0,4,7.35,100.0,1
STU_0586,5.9,6.3,3,1,8.68,100.0,1
STU_0587,4.7,6.4,1,4,6.41,100.0,1
STU_0588,,3.9,1,3,7.42,100.0,1
STU_0589,7.0,8.6,2,3,6.66,100.0,0
STU_0590,4.0,9.0,1,3,8.67,100.0,1
STU_0591,5.6,6.5,1,1,6.81,100.0,0
STU_0592,4.6,6.9,1,2,9.12,100.0,1
STU_0593,12.8,6.3,4,0,10.0,100.0,1
STU_0594,6.1,7.7,3,2,8.73,100.0,1
STU_0595,7.4,8.5,0,4,8.28,100.0,1
STU_0596,4.6,5.1,2,1,9.07,100.0,1
STU_0597,5.0,7.7,1,1,6.68,100.0,1
STU_0598,3.7,6.9,1,5,8.89,100.0,1
STU_0599,4.7,7.3,3,0,5.56,100.0,0
STU_0600,6.2,7.8,2,3,7.85,100.0,1
STU_0601,6.9,7.0,1,4,7.14,100.0,1
STU_0602,3.8,7.1,1,1,6.11,100.0,1
STU_0603,7.1,6.9,1,3,6.73,100.0,1
STU_0604,7.9,8.4,1,2,7.03,100.0,1
STU_0605,6.2,7.7,1,3,7.56,100.0,1
STU_0606,8.9,7.5,2,2,7.17,100.0,1
STU_0607,4.1,5.7,2,2,7.9,100.0,1
STU_0608,3.3,6.7,0,3,6.8,100.0,1
STU_0609,2.3,8.3,1,4,7.23,100.0,1
STU_0610,8.2,7.2,0,5,7.45,100.0,1
STU_0611,6.7,8.0,0,2,8.02,100.0,1
STU_0612,5.4,9.3,4,3,8.82,100.0,0
STU_0613,6.0,8.4,1,4,8.82,100.0,1
STU_0614,,7.3,0,5,8.08,100.0,1
STU_0615,9.9,6.6,0,3,8.32,100.0,1
STU_0616,5.7,,0,4,8.17,100.0,1
STU_0617,5.7,7.0,0,1,7.42,100.0,0
STU_0618,,6.8,1,1,8.88,100.0,1
STU_0619,6.4,7.7,4,5,6.7,100.0,1
STU_0620,5.9,7.0,1,4,5.34,88.5,1
STU_0621,4.1,6.8,0,4,6.55,100.0,1
STU_0622,6.3,5.1,2,2,9.48,100.0,1
STU_0623,8.9,6.1,0,1,7.45,100.0,1
STU_0624,7.9,7.8,1,3,8.13,100.0,1
STU_0625,8.4,9.3,1,1,7.47,100.0,1
STU_0626,4.6,7.1,1,2,8.47,100.0,0
STU_0627,3.7,7.6,1,4,7.88,100.0,1
STU_0628,5.3,8.3,2,6,7.72,100.0,1
STU_0629,5.6,6.2,6,3,8.54,100.0,1
STU_0630,7.5,7.6,6,2,7.24,100.0,1
STU_0631,2.5,,6,1,8.25,100.0,1
STU_0632,8.3,8.2,0,2,7.59,100.0,1
STU_0633,5.2,7.4,2,5,7.67,100.0,1
STU_0634,4.7,7.6,0,3,6.82,96.9,1
STU_0635,3.7,6.3,4,1,7.54,100.0,0
STU_0636,2.5,8.0,1,5,7.15,100.0,1
STU_0637,7.0,9.7,1,4,9.16,100.0,1
STU_0638,5.6,6.0,3,2,5.78,100.0,1
STU_0639,3.2,6.8,0,2,8.87,100.0,1
STU_0640,3.2,7.5,1,2,5.71,100.0,1
STU_0641,4.9,8.1,0,4,8.44,100.0,1
STU_0642,8.5,6.5,1,3,6.79,100.0,1
STU_0643,5.0,3.8,2,6,8.48,100.0,1
STU_0644,2.8,8.8,0,0,7.65,100.0,0
STU_0645,5.1,8.1,3,3,6.08,100.0,1
STU_0646,5.0,5.1,2,5,9.43,100.0,1
STU_0647,0.6,6.5,5,2,8.73,100.0,1
STU_0648,5.4,9.1,3,1,8.4,100.0,1
STU_0649,5.1,8.9,3,2,7.03,100.0,1
STU_0650,6.8,8.3,1,2,8.77,100.0,1
STU_0651,8.8,7.0,2,1,6.26,100.0,1
STU_0652,7.5,7.3,4,5,5.13,100.0,0
STU_0653,5.0,7.0,2,2,,100.0,1
STU_0654,3.5,8.6,1,2,6.69,96.2,1
STU_0655,10.1,6.1,2,2,6.89,100.0,1
STU_0656,5.6,6.2,5,5,7.28,100.0,1
STU_0657,5.5,8.4,3,2,7.33,100.0,1
STU_0658,5.5,7.1,1,2,7.02,100.0,1
STU_0659,5.9,8.9,4,4,5.26,100.0,1
STU_0660,5.2,6.4,0,6,8.03,100.0,0
STU_0661,4.5,7.1,2,7,7.48,100.0,1
STU_0662,9.0,6.1,2,5,10.0,100.0,1
STU_0663,5.4,7.2,2,6,9.48,100.0,1
STU_0664,4.5,5.4,3,5,7.51,100.0,1
STU_0665,4.2,6.6,2,4,7.87,100.0,1
STU_0666,5.7,5.5,0,2,8.76,100.0,1
STU_0667,5.0,8.0,1,3,6.01,100.0,1
STU_0668,8.2,8.1,1,3,7.77,100.0,1
STU_0669,0.7,5.1,1,4,8.75,100.0,1
STU_0670,7.5,8.8,2,5,7.69,100.0,1
STU_0671,7.7,10.2,2,2,6.24,100.0,1
STU_0672,1.8,7.3,0,1,7.22,100.0,1
STU_0673,4.9,6.4,3,7,8.03,100.0,1
STU_0674,4.8,10.6,1,4,5.27,100.0,1
STU_0675,3.0,5.6,2,2,6.18,100.0,1
STU_0676,4.1,7.2,1,3,10.17,100.0,1
STU_0677,3.5,7.4,2,5,8.38,100.0,1
STU_0678,8.7,8.8,4,2,9.58,100.0,1
STU_0679,7.2,7.6,1,2,8.84,100.0,1
STU_0680,7.8,6.6,1,3,8.27,100.0,1
STU_0681,6.8,6.1,3,6,7.43,100.0,1
STU_0682,3.5,6.8,3,2,8.26,100.0,1
STU_0683,4.6,6.0,1,4,9.54,100.0,1
STU_0684,6.4,7.3,2,2,8.79,100.0,1
STU_0685,3.3,6.5,2,3,8.0,100.0,0
STU_0686,6.8,5.4,2,7,7.59,100.0,1
STU_0687,5.1,8.7,1,2,8.4,100.0,1
STU_0688,4.8,6.6,2,4,7.16,100.0,1
STU_0689,6.8,5.7,1,1,8.4,100.0,1
STU_0690,6.3,7.0,1,4,6.96,100.0,0
STU_0691,4.9,7.3,2,1,7.38,100.0,1
STU_0692,7.6,5.1,2,1,6.57,100.0,1
STU_0693,3.6,7.6,0,4,7.27,100.0,1
STU_0694,6.6,5.9,3,4,6.98,100.0,1
STU_0695,6.6,9.3,3,6,9.83,100.0,1
STU_0696,4.9,7.8,1,3,6.73,100.0,1
STU_0697,6.1,6.7,3,3,8.26,100.0,1
STU_0698,3.2,6.3,4,4,6.66,100.0,1
STU_0699,7.2,7.1,3,8,7.86,100.0,1
STU_0700,5.2,7.9,3,5,8.15,100.0,1
STU_0701,4.6,7.2,1,6,5.58,100.0,1
STU_0702,7.4,6.9,0,3,6.12,100.0,1
STU_0703,4.2,7.3,2,4,6.65,100.0,1
STU_0704,3.0,6.5,2,3,6.24,100.0,1
STU_0705,2.7,6.8,1,2,,94.6,1
STU_0706,6.6,4.7,4,3,8.09,100.0,1
STU_0707,3.2,8.4,5,1,6.52,100.0,1
STU_0708,8.7,7.6,1,3,7.95,100.0,0
STU_0709,1.8,6.3,3,3,7.29,100.0,1
STU_0710,8.6,9.5,3,8,7.68,100.0,1
STU_0711,11.8,7.3,5,2,10.0,100.0,1
STU_0712,5.3,6.0,2,1,8.39,100.0,1
STU_0713,4.5,8.2,2,5,9.76,100.0,1
STU_0714,6.2,7.7,3,1,8.73,100.0,1
STU_0715,5.4,7.7,2,8,9.47,100.0,1
STU_0716,7.5,6.7,2,1,6.12,100.0,1
STU_0717,,7.7,2,1,6.99,100.0,1
STU_0718,5.8,6.9,1,5,8.48,100.0,1
STU_0719,4.8,7.9,4,3,9.61,100.0,1
STU_0720,5.4,4.9,2,1,8.58,100.0,1
STU_0721,6.1,6.7,4,6,6.57,100.0,1
STU_0722,2.4,9.3,2,6,7.28,100.0,1
STU_0723,3.1,6.3,4,3,8.2,100.0,1
STU_0724,6.8,6.5,4,4,7.6,100.0,1
STU_0725,5.8,6.7,0,3,6.84,100.0,1
STU_0726,5.2,5.7,1,4,7.45,100.0,1
STU_0727,5.5,4.6,2,2,7.78,100.0,1
STU_0728,6.1,6.9,2,3,6.5,82.5,1
STU_0729,4.5,7.4,1,0,8.98,98.8,1
STU_0730,8.2,7.1,0,3,10.0,100.0,1
STU_0731,5.9,7.0,1,3,7.71,100.0,1
STU_0732,3.7,7.3,3,2,9.04,100.0,1
STU_0733,6.2,8.4,1,4,7.65,100.0,0
STU_0734,2.4,7.0,1,3,8.98,100.0,1
STU_0735,7.4,6.5,3,2,6.56,100.0,1
STU_0736,6.4,6.9,1,1,8.32,100.0,1
STU_0737,6.0,7.9,2,2,8.81,100.0,1
STU_0738,7.3,8.9,1,2,6.8,100.0,1
STU_0739,8.5,6.4,1,1,7.59,100.0,1
STU_0740,7.3,7.3,2,3,7.61,100.0,1
STU_0741,4.4,7.6,3,4,10.0,100.0,1
STU_0742,3.2,6.0,2,2,8.37,100.0,0
STU_0743,,7.2,0,3,6.71,100.0,1
STU_0744,5.5,5.4,1,5,7.73,100.0,1
STU_0745,6.4,5.1,2,5,9.71,100.0,1
STU_0746,4.2,7.6,0,3,9.06,100.0,1
STU_0747,5.8,6.7,2,4,8.75,100.0,1
STU_0748,4.1,7.4,2,3,7.57,100.0,1
STU_0749,4.4,7.2,1,6,10.35,100.0,1
STU_0750,3.0,6.0,7,2,9.04,100.0,1
STU_0751,3.8,7.1,0,2,7.84,100.0,0
STU_0752,3.1,5.7,2,5,8.06,100.0,1
STU_0753,3.7,8.9,0,3,7.25,100.0,1
STU_0754,7.4,5.6,4,4,8.27,100.0,1
STU_0755,3.8,7.0,2,7,8.51,100.0,1
STU_0756,10.2,5.9,2,4,8.64,100.0,1
STU_0757,6.4,7.9,0,5,7.58,100.0,1
STU_0758,5.8,6.8,2,1,,100.0,1
STU_0759,4.0,6.6,2,2,8.09,100.0,1
STU_0760,,8.2,4,5,8.65,100.0,1
STU_0761,4.5,7.2,2,3,6.63,100.0,1
STU_0762,11.4,7.8,2,1,10.0,100.0,1
STU_0763,10.1,6.0,2,2,9.41,100.0,1
STU_0764,5.3,5.5,0,2,6.36,75.7,1
STU_0765,15.2,7.3,4,3,10.0,100.0,1
STU_0766,4.2,6.8,2,3,9.58,100.0,1
STU_0767,,8.0,6,3,7.99,100.0,1
STU_0768,8.7,7.1,3,3,7.17,100.0,1
STU_0769,4.4,7.4,2,2,7.79,100.0,1
STU_0770,8.8,5.3,2,4,8.79,100.0,1
STU_0771,6.8,9.5,2,1,7.56,100.0,1
STU_0772,4.5,7.0,5,2,8.52,100.0,1
STU_0773,6.6,8.0,0,3,8.08,100.0,1
STU_0774,7.3,6.2,1,5,8.18,100.0,1
STU_0775,6.6,7.6,3,6,8.59,100.0,0
STU_0776,2.7,5.6,2,1,7.45,100.0,1
STU_0777,4.2,7.7,2,2,6.67,100.0,1
STU_0778,5.1,6.8,1,6,8.37,100.0,1
STU_0779,5.4,7.2,2,3,7.64,100.0,1
STU_0780,6.6,8.0,1,4,7.26,100.0,1
STU_0781,5.8,5.7,1,2,8.43,100.0,1
STU_0782,3.1,,4,0,9.33,100.0,1
STU_0783,6.2,7.7,3,1,7.61,100.0,0
STU_0784,6.6,9.7,2,3,7.81,100.0,1
STU_0785,6.5,7.0,1,4,6.38,100.0,1
STU_0786,7.4,7.9,1,3,7.53,100.0,1
STU_0787,7.0,7.1,1,2,8.07,100.0,1
STU_0788,6.3,9.5,4,3,7.78,100.0,1
STU_0789,5.4,5.1,4,2,7.37,100.0,1
STU_0790,,7.3,3,1,8.67,100.0,1
STU_0791,6.3,5.2,2,3,7.87,100.0,1
STU_0792,5.9,4.2,1,3,10.91,100.0,1
STU_0793,6.0,,2,3,8.05,100.0,1
STU_0794,6.4,7.4,2,6,6.75,100.0,1
STU_0795,3.6,6.9,1,6,6.47,100.0,1
STU_0796,7.4,7.1,1,4,8.44,100.0,1
STU_0797,5.4,10.9,3,3,7.03,100.0,1
STU_0798,6.7,6.9,2,1,7.1,100.0,1
STU_0799,5.6,7.8,1,2,6.31,100.0,1
STU_0800,5.6,6.4,2,2,7.23,100.0,1
STU_0801,7.2,7.6,2,1,8.03,100.0,1
STU_0802,4.6,6.9,4,2,8.26,100.0,1
STU_0803,5.7,6.7,1,1,6.58,100.0,1
STU_0804,4.7,9.4,0,1,8.77,100.0,1
STU_0805,4.7,8.6,1,2,6.37,100.0,1
STU_0806,4.9,7.4,0,3,8.33,100.0,1
STU_0807,5.9,4.4,1,3,8.2,100.0,1
STU_0808,4.6,6.8,0,1,6.68,100.0,1
STU_0809,7.8,10.4,0,7,6.54,100.0,1
STU_0810,3.9,6.9,1,5,8.26,100.0,1
STU_0811,5.2,8.5,3,2,7.13,100.0,1
STU_0812,4.7,8.9,0,1,7.57,100.0,1
STU_0813,8.1,7.5,1,3,8.62,100.0,1
STU_0814,5.9,6.2,3,3,8.37,100.0,1
STU_0815,7.4,4.3,3,1,6.7,100.0,1
STU_0816,2.8,8.0,5,5,7.74,100.0,1
STU_0817,6.0,6.2,2,6,6.68,100.0,1
STU_0818,7.1,7.4,1,2,8.84,100.0,1
STU_0819,5.6,5.7,2,3,9.64,100.0,1
STU_0820,7.4,6.9,0,2,6.79,100.0,1
STU_0821,4.6,7.2,5,2,7.76,100.0,1
STU_0822,8.0,7.5,1,4,8.9,100.0,1
STU_0823,9.6,5.9,1,9,7.83,100.0,1
STU_0824,4.8,8.6,1,3,8.47,100.0,1
STU_0825,4.7,6.5,2,5,7.86,100.0,0
STU_0826,8.1,5.2,1,3,6.53,100.0,1
STU_0827,8.3,7.1,2,1,7.94,100.0,1
STU_0828,4.6,7.2,4,3,9.15,100.0,1
STU_0829,4.7,7.4,3,2,8.18,100.0,1
STU_0830,5.0,8.8,2,4,9.75,100.0,1
STU_0831,3.1,6.9,1,5,5.67,100.0,1
STU_0832,3.8,7.1,3,2,8.25,100.0,1
STU_0833,3.7,5.9,0,2,7.02,100.0,0
STU_0834,4.1,8.2,0,6,6.75,100.0,1
STU_0835,5.4,7.4,2,2,9.4,100.0,1
STU_0836,5.9,6.7,2,6,7.49,100.0,1
STU_0837,8.3,4.9,2,3,7.38,100.0,1
STU_0838,3.7,8.9,4,2,,100.0,1
STU_0839,7.3,5.7,3,3,5.22,100.0,1
STU_0840,5.1,6.5,3,2,9.43,100.0,1
STU_0841,5.4,7.6,0,5,10.09,100.0,0
STU_0842,6.7,5.8,2,1,8.9,100.0,1
STU_0843,3.5,5.4,2,4,8.29,100.0,1
STU_0844,6.2,4.7,1,4,7.54,100.0,1
STU_0845,5.8,8.1,1,5,6.51,100.0,1
STU_0846,6.4,6.5,1,4,9.23,100.0,0
STU_0847,6.0,10.7,0,3,8.9,100.0,1
STU_0848,9.9,6.0,2,3,8.34,100.0,1
STU_0849,4.4,6.1,4,2,8.2,100.0,1
STU_0850,4.5,6.5,2,1,8.16,100.0,0
STU_0851,4.4,7.5,0,3,7.17,100.0,1
STU_0852,4.5,6.6,1,4,10.8,100.0,1
STU_0853,4.4,7.9,3,4,7.46,100.0,1
STU_0854,7.6,6.0,3,2,,100.0,1
STU_0855,8.1,5.5,4,3,9.14,100.0,1
STU_0856,4.5,5.0,3,2,7.76,100.0,1
STU_0857,4.0,4.5,0,6,7.78,100.0,1
STU_0858,6.3,6.6,3,4,9.5,100.0,1
STU_0859,4.5,6.8,1,6,8.61,100.0,1
STU_0860,6.6,6.4,3,3,8.68,100.0,1
STU_0861,5.9,8.7,3,0,6.1,100.0,1
STU_0862,2.8,8.7,1,2,8.28,100.0,1
STU_0863,8.3,6.8,1,5,6.59,100.0,1
STU_0864,8.7,5.0,0,4,7.25,100.0,1
STU_0865,4.4,6.5,0,3,8.01,100.0,1
STU_0866,4.8,6.5,1,4,7.76,100.0,1
STU_0867,6.0,6.4,1,2,8.59,100.0,1
STU_0868,6.1,6.4,1,9,8.72,100.0,1
STU_0869,6.7,6.4,3,3,8.81,100.0,1
STU_0870,9.1,6.7,0,2,6.19,100.0,1
STU_0871,5.2,6.4,2,2,10.64,100.0,1
STU_0872,4.1,7.4,1,2,7.77,100.0,1
STU_0873,3.0,7.6,2,2,9.26,100.0,1
STU_0874,4.2,6.1,1,4,4.78,97.0,1
STU_0875,5.4,8.7,1,2,7.48,100.0,0
STU_0876,8.7,6.0,1,6,6.05,100.0,1
STU_0877,4.6,5.3,2,2,6.77,100.0,1
STU_0878,5.9,7.7,2,0,7.86,100.0,1
STU_0879,5.5,6.2,2,4,7.4,100.0,1
STU_0880,7.6,7.6,2,3,9.38,100.0,1
STU_0881,10.0,4.3,1,4,9.92,100.0,1
STU_0882,9.0,8.9,1,2,9.959999999999999,100.0,1
STU_0883,4.6,8.0,2,4,7.21,100.0,1
STU_0884,7.4,5.4,2,5,6.56,100.0,1
STU_0885,6.7,5.4,3,4,9.19,100.0,1
STU_0886,8.8,9.2,2,1,7.99,100.0,1
STU_0887,6.6,6.3,1,4,7.84,100.0,1
STU_0888,4.9,6.2,2,4,8.17,100.0,1
STU_0889,6.6,4.5,2,2,,100.0,1
STU_0890,7.5,6.8,2,6,6.77,100.0,1
STU_0891,,6.9,2,1,7.86,100.0,1
STU_0892,6.4,8.1,2,5,7.48,100.0,1
STU_0893,7.4,5.5,1,5,8.22,100.0,1
STU_0894,7.6,5.4,0,3,5.84,100.0,1
STU_0895,8.0,7.7,1,3,8.02,100.0,1
STU_0896,6.7,8.4,5,2,6.97,100.0,1
STU_0897,5.2,5.3,4,4,7.98,100.0,1
STU_0898,5.8,8.5,3,0,8.89,100.0,0
STU_0899,7.7,7.2,2,1,7.13,100.0,1
STU_0900,4.0,8.5,1,4,9.24,100.0,1
STU_0901,6.2,7.1,1,2,5.71,100.0,1
STU_0902,4.8,4.2,2,5,9.65,100.0,1
STU_0903,5.6,7.0,1,3,9.29,100.0,1
STU_0904,7.8,8.5,0,6,6.74,100.0,1
STU_0905,5.8,6.1,1,3,6.75,100.0,1
STU_0906,5.6,6.7,1,3,6.01,100.0,1
STU_0907,6.2,7.0,0,4,10.0,100.0,1
STU_0908,6.8,3.7,3,2,7.4,100.0,1
STU_0909,6.7,9.2,1,4,7.32,100.0,0
STU_0910,9.4,6.1,1,5,6.45,100.0,1
STU_0911,4.9,7.8,0,2,9.97,100.0,0
STU_0912,5.9,7.1,1,0,6.63,100.0,1
STU_0913,5.9,8.7,1,9,7.83,100.0,1
STU_0914,8.3,7.7,2,3,8.06,100.0,1
STU_0915,5.3,6.9,1,6,7.32,100.0,1
STU_0916,6.0,6.1,1,1,7.08,91.5,1
STU_0917,6.6,8.2,1,3,7.36,100.0,1
STU_0918,5.8,5.0,1,4,8.48,96.5,1
STU_0919,4.7,8.0,2,5,7.38,100.0,1
STU_0920,5.8,5.9,3,2,9.75,100.0,0
STU_0921,7.4,8.7,1,2,6.87,100.0,1
STU_0922,3.7,7.4,3,4,8.7,100.0,1
STU_0923,5.7,8.0,0,5,5.69,100.0,1
STU_0924,4.2,7.3,3,5,6.87,100.0,1
STU_0925,7.7,5.1,3,2,6.82,100.0,1
STU_0926,2.8,6.2,1,4,6.48,100.0,1
STU_0927,4.5,8.0,4,2,8.14,100.0,1
STU_0928,6.2,7.4,0,2,7.67,100.0,1
STU_0929,8.3,8.6,0,2,5.07,100.0,1
STU_0930,5.4,7.7,3,3,10.19,100.0,1
STU_0931,4.5,6.0,3,6,8.01,100.0,1
STU_0932,8.9,6.2,2,2,7.8,100.0,1
STU_0933,2.9,7.3,1,2,9.37,100.0,1
STU_0934,1.5,4.4,4,4,8.99,100.0,1
STU_0935,6.3,9.2,1,3,7.44,100.0,1
STU_0936,4.6,7.7,2,6,5.46,100.0,1
STU_0937,3.7,8.7,0,3,8.48,100.0,1
STU_0938,6.8,5.3,1,4,6.64,100.0,1
STU_0939,5.9,8.7,4,2,9.29,100.0,1
STU_0940,4.5,9.9,4,5,6.87,100.0,1
STU_0941,3.2,5.6,2,4,7.26,100.0,1
STU_0942,7.1,8.1,1,4,6.19,100.0,1
STU_0943,6.7,7.2,1,4,6.29,100.0,1
STU_0944,5.3,5.3,0,5,7.67,100.0,1
STU_0945,8.8,7.8,3,0,7.56,100.0,1
STU_0946,3.6,8.2,2,2,7.23,100.0,1
STU_0947,2.8,6.5,5,6,10.26,100.0,1
STU_0948,4.3,8.6,6,4,,100.0,1
STU_0949,5.4,5.2,3,3,7.81,100.0,1
STU_0950,5.9,5.4,2,2,4.49,100.0,1
STU_0951,5.1,7.4,3,5,8.79,100.0,1
STU_0952,6.1,7.2,1,2,,100.0,1
STU_0953,3.2,6.3,1,1,7.57,100.0,1
STU_0954,8.1,8.2,3,1,6.83,100.0,1
STU_0955,5.4,7.8,2,4,8.0,100.0,1
STU_0956,7.5,8.2,0,3,6.08,100.0,1
STU_0957,6.1,7.1,1,3,8.35,100.0,1
STU_0958,6.3,7.9,0,3,9.6,100.0,1
STU_0959,6.5,6.7,2,2,6.99,100.0,1
STU_0960,6.3,9.7,2,2,7.03,100.0,1
STU_0961,6.7,6.2,2,4,7.7,100.0,1
STU_0962,7.9,9.7,1,1,7.2,100.0,1
STU_0963,5.9,7.2,2,4,5.99,100.0,1
STU_0964,6.8,5.5,5,2,7.34,100.0,1
STU_0965,5.3,8.8,1,3,7.1,100.0,1
STU_0966,8.1,7.4,0,1,9.44,100.0,1
STU_0967,4.3,8.2,2,4,9.19,100.0,1
STU_0968,8.7,8.7,0,2,9.48,100.0,1
STU_0969,5.4,7.6,3,4,8.76,100.0,1
STU_0970,2.9,6.5,1,3,,100.0,1
STU_0971,11.4,8.4,0,4,10.0,100.0,1
STU_0972,4.3,7.2,3,5,9.39,100.0,1
STU_0973,14.0,8.0,4,5,10.0,100.0,0
STU_0974,4.3,4.6,1,3,6.3,93.5,0
STU_0975,9.4,7.7,0,2,10.0,100.0,0
STU_0976,2.1,6.4,0,2,6.28,98.6,1
STU_0977,4.7,9.2,1,1,5.34,93.9,1
STU_0978,1.1,7.9,2,3,8.27,100.0,1
STU_0979,2.6,7.5,1,3,6.31,100.0,1
STU_0980,6.9,7.8,3,1,6.89,100.0,1
STU_0981,6.9,6.0,4,0,7.85,100.0,1
STU_0982,6.3,9.1,2,3,7.57,100.0,1
STU_0983,3.8,9.6,3,2,6.94,100.0,0
STU_0984,5.4,7.7,1,5,9.62,100.0,1
STU_0985,5.5,9.1,1,6,5.97,100.0,1
STU_0986,3.4,6.5,4,7,6.02,100.0,1
STU_0987,8.2,6.2,2,4,8.35,100.0,1
STU_0988,7.1,7.2,2,3,7.05,100.0,1
STU_0989,5.1,7.7,2,6,7.0,100.0,1
STU_0990,5.5,6.7,2,5,6.51,100.0,1
STU_0991,5.9,7.8,1,2,8.21,100.0,1
STU_0992,1.8,7.6,3,6,,100.0,1
STU_0993,5.1,6.0,2,6,7.94,100.0,1
STU_0994,4.3,7.8,2,1,7.1,100.0,1
STU_0995,3.7,8.2,2,2,6.9,100.0,1
STU_0996,5.0,7.4,4,4,7.6,100.0,0
STU_0997,8.7,8.6,2,4,8.96,100.0,1
STU_0998,6.7,5.7,4,1,9.68,100.0,1
STU_0999,4.5,7.8,1,0,9.13,100.0,0
STU_1000,6.5,5.8,1,3,8.41,100.0,1
STU_1001,8.0,5.9,1,2,8.98,100.0,1
